; Sample Rate 44100
; Channels 2
    0.0012471655    0.44653320312   0.44653320312 
    0.0012698413    0.45327758789   0.45327758789 
     0.001292517    0.45993041992   0.45993041992 
    0.0013151927    0.46655273438   0.46655273438 
    0.0013378685    0.47311401367   0.47311401367 
    0.0013605442    0.47958374023   0.47958374023 
      0.00138322    0.48602294922   0.48602294922 
    0.0014058957    0.49240112305   0.49240112305 
    0.0014285714    0.49868774414   0.49868774414 
    0.0014512472    0.50494384766   0.50494384766 
    0.0014739229    0.51113891602   0.51113891602 
    0.0014965986    0.51724243164   0.51724243164 
    0.0015192744    0.52331542969   0.52331542969 
    0.0015419501    0.52932739258   0.52932739258 
    0.0015646259    0.53524780273   0.53524780273 
    0.0015873016    0.54110717773   0.54110717773 
    0.0016099773    0.54693603516   0.54693603516 
    0.0016326531    0.55267333984   0.55267333984 
    0.0016553288    0.55834960938   0.55834960938 
    0.0016780045    0.56396484375   0.56396484375 
    0.0017006803    0.56948852539   0.56948852539 
     0.001723356    0.57498168945   0.57498168945 
    0.0017460317    0.58038330078   0.58038330078 
    0.0017687075    0.58575439453   0.58575439453 
    0.0017913832    0.59103393555   0.59103393555 
     0.001814059    0.59625244141   0.59625244141 
    0.0018367347    0.60137939453   0.60137939453 
    0.0018594104    0.60647583008   0.60647583008 
    0.0018820862    0.61148071289   0.61148071289 
    0.0019047619    0.61642456055   0.61642456055 
    0.0019274376    0.62130737305   0.62130737305 
    0.0019501134    0.62612915039   0.62612915039 
    0.0019727891      0.630859375     0.630859375 
    0.0019954649    0.63552856445   0.63552856445 
    0.0020181406    0.64013671875   0.64013671875 
    0.0020408163    0.64468383789   0.64468383789 
    0.0020634921     0.6491394043    0.6491394043 
    0.0020861678    0.65353393555   0.65353393555 
    0.0021088435    0.65786743164   0.65786743164 
    0.0021315193    0.66213989258   0.66213989258 
     0.002154195    0.66632080078   0.66632080078 
    0.0021768707    0.67044067383   0.67044067383 
    0.0021995465    0.67449951172   0.67449951172 
    0.0022222222    0.67846679688   0.67846679688 
     0.002244898    0.68237304688   0.68237304688 
    0.0022675737    0.68621826172   0.68621826172 
    0.0022902494    0.69000244141   0.69000244141 
    0.0023129252    0.69369506836   0.69369506836 
    0.0023356009    0.69732666016   0.69732666016 
    0.0023582766    0.70086669922   0.70086669922 
    0.0023809524    0.70434570312   0.70434570312 
    0.0024036281    0.70776367188   0.70776367188 
    0.0024263039    0.71112060547   0.71112060547 
    0.0024489796    0.71438598633   0.71438598633 
    0.0024716553    0.71759033203   0.71759033203 
    0.0024943311      0.720703125     0.720703125 
    0.0025170068    0.72375488281   0.72375488281 
    0.0025396825    0.72674560547   0.72674560547 
    0.0025623583    0.72964477539   0.72964477539 
     0.002585034    0.73251342773   0.73251342773 
    0.0026077098    0.73526000977   0.73526000977 
    0.0026303855    0.73797607422   0.73797607422 
    0.0026530612    0.74060058594   0.74060058594 
     0.002675737    0.74313354492   0.74313354492 
    0.0026984127    0.74563598633   0.74563598633 
    0.0027210884      0.748046875     0.748046875 
    0.0027437642    0.75036621094   0.75036621094 
    0.0027664399     0.7526550293    0.7526550293 
    0.0027891156    0.75485229492   0.75485229492 
    0.0028117914    0.75695800781   0.75695800781 
    0.0028344671    0.75903320312   0.75903320312 
    0.0028571429    0.76098632812   0.76098632812 
    0.0028798186    0.76290893555   0.76290893555 
    0.0029024943    0.76473999023   0.76473999023 
    0.0029251701    0.76651000977   0.76651000977 
    0.0029478458    0.76821899414   0.76821899414 
    0.0029705215    0.76983642578   0.76983642578 
    0.0029931973    0.77139282227   0.77139282227 
     0.003015873    0.77285766602   0.77285766602 
    0.0030385488    0.77426147461   0.77426147461 
    0.0030612245    0.77560424805   0.77560424805 
    0.0030839002    0.77688598633   0.77688598633 
     0.003106576    0.77807617188   0.77807617188 
    0.0031292517    0.77920532227   0.77920532227 
    0.0031519274    0.78024291992   0.78024291992 
    0.0031746032    0.78121948242   0.78121948242 
    0.0031972789    0.78213500977   0.78213500977 
    0.0032199546    0.78298950195   0.78298950195 
    0.0032426304    0.78375244141   0.78375244141 
    0.0032653061     0.7844543457    0.7844543457 
    0.0032879819    0.78509521484   0.78509521484 
    0.0033106576    0.78564453125   0.78564453125 
    0.0033333333    0.78616333008   0.78616333008 
    0.0033560091    0.78659057617   0.78659057617 
    0.0033786848    0.78692626953   0.78692626953 
    0.0034013605    0.78723144531   0.78723144531 
    0.0034240363    0.78744506836   0.78744506836 
     0.003446712    0.78756713867   0.78756713867 
    0.0034693878    0.78765869141   0.78765869141 
    0.0034920635    0.78765869141   0.78765869141 
    0.0035147392    0.78762817383   0.78762817383 
     0.003537415    0.78747558594   0.78747558594 
    0.0035600907    0.78729248047   0.78729248047 
    0.0035827664    0.78704833984   0.78704833984 
    0.0036054422    0.78671264648   0.78671264648 
    0.0036281179    0.78631591797   0.78631591797 
    0.0036507937     0.7858581543    0.7858581543 
    0.0036734694    0.78533935547   0.78533935547 
    0.0036961451    0.78472900391   0.78472900391 
    0.0037188209    0.78405761719   0.78405761719 
    0.0037414966    0.78335571289   0.78335571289 
    0.0037641723    0.78256225586   0.78256225586 
    0.0037868481    0.78170776367   0.78170776367 
    0.0038095238    0.78076171875   0.78076171875 
    0.0038321995    0.77978515625   0.77978515625 
    0.0038548753    0.77874755859   0.77874755859 
     0.003877551     0.7776184082    0.7776184082 
    0.0039002268    0.77642822266   0.77642822266 
    0.0039229025    0.77520751953   0.77520751953 
    0.0039455782    0.77389526367   0.77389526367 
     0.003968254    0.77252197266   0.77252197266 
    0.0039909297    0.77108764648   0.77108764648 
    0.0040136054    0.76959228516   0.76959228516 
    0.0040362812    0.76803588867   0.76803588867 
    0.0040589569    0.76641845703   0.76641845703 
    0.0040816327    0.76473999023   0.76473999023 
    0.0041043084    0.76300048828   0.76300048828 
    0.0041269841    0.76116943359   0.76116943359 
    0.0041496599    0.75930786133   0.75930786133 
    0.0041723356    0.75738525391   0.75738525391 
    0.0041950113    0.75540161133   0.75540161133 
    0.0042176871    0.75335693359   0.75335693359 
    0.0042403628    0.75128173828   0.75128173828 
    0.0042630385    0.74911499023   0.74911499023 
    0.0042857143    0.74688720703   0.74688720703 
      0.00430839    0.74459838867   0.74459838867 
    0.0043310658    0.74227905273   0.74227905273 
    0.0043537415    0.73986816406   0.73986816406 
    0.0043764172    0.73742675781   0.73742675781 
     0.004399093    0.73492431641   0.73492431641 
    0.0044217687    0.73236083984   0.73236083984 
    0.0044444444    0.72973632812   0.72973632812 
    0.0044671202    0.72708129883   0.72708129883 
    0.0044897959     0.7243347168    0.7243347168 
    0.0045124717    0.72155761719   0.72155761719 
    0.0045351474    0.71871948242   0.71871948242 
    0.0045578231     0.7158203125    0.7158203125 
    0.0045804989      0.712890625     0.712890625 
    0.0046031746    0.70989990234   0.70989990234 
    0.0046258503    0.70684814453   0.70684814453 
    0.0046485261    0.70373535156   0.70373535156 
    0.0046712018    0.70059204102   0.70059204102 
    0.0046938776    0.69735717773   0.69735717773 
    0.0047165533    0.69412231445   0.69412231445 
     0.004739229    0.69079589844   0.69079589844 
    0.0047619048    0.68743896484   0.68743896484 
    0.0047845805    0.68405151367   0.68405151367 
    0.0048072562    0.68060302734   0.68060302734 
     0.004829932    0.67709350586   0.67709350586 
    0.0048526077    0.67352294922   0.67352294922 
    0.0048752834      0.669921875     0.669921875 
    0.0048979592     0.6662902832    0.6662902832 
    0.0049206349    0.66259765625   0.66259765625 
    0.0049433107    0.65884399414   0.65884399414 
    0.0049659864    0.65505981445   0.65505981445 
    0.0049886621    0.65121459961   0.65121459961 
    0.0050113379    0.64733886719   0.64733886719 
    0.0050340136    0.64343261719   0.64343261719 
    0.0050566893    0.63946533203   0.63946533203 
    0.0050793651    0.63543701172   0.63543701172 
    0.0051020408    0.63140869141   0.63140869141 
    0.0051247166    0.62728881836   0.62728881836 
    0.0051473923    0.62316894531   0.62316894531 
     0.005170068    0.61898803711   0.61898803711 
    0.0051927438    0.61474609375   0.61474609375 
    0.0052154195    0.61050415039   0.61050415039 
    0.0052380952    0.60620117188   0.60620117188 
     0.005260771     0.6018371582    0.6018371582 
    0.0052834467    0.59747314453   0.59747314453 
    0.0053061224     0.5930480957    0.5930480957 
    0.0053287982     0.5885925293    0.5885925293 
    0.0053514739    0.58410644531   0.58410644531 
    0.0053741497    0.57955932617   0.57955932617 
    0.0053968254    0.57498168945   0.57498168945 
    0.0054195011    0.57037353516   0.57037353516 
    0.0054421769    0.56573486328   0.56573486328 
    0.0054648526    0.56106567383   0.56106567383 
    0.0054875283    0.55633544922   0.55633544922 
    0.0055102041    0.55160522461   0.55160522461 
    0.0055328798    0.54681396484   0.54681396484 
    0.0055555556     0.5419921875    0.5419921875 
    0.0055782313    0.53717041016   0.53717041016 
     0.005600907    0.53228759766   0.53228759766 
    0.0056235828    0.52737426758   0.52737426758 
    0.0056462585    0.52243041992   0.52243041992 
    0.0056689342    0.51745605469   0.51745605469 
      0.00569161    0.51245117188   0.51245117188 
    0.0057142857    0.50741577148   0.50741577148 
    0.0057369615    0.50234985352   0.50234985352 
    0.0057596372    0.49725341797   0.49725341797 
    0.0057823129    0.49215698242   0.49215698242 
    0.0058049887    0.48699951172   0.48699951172 
    0.0058276644    0.48184204102   0.48184204102 
    0.0058503401    0.47662353516   0.47662353516 
    0.0058730159     0.4714050293    0.4714050293 
    0.0058956916    0.46615600586   0.46615600586 
    0.0059183673    0.46087646484   0.46087646484 
    0.0059410431    0.45556640625   0.45556640625 
    0.0059637188    0.45025634766   0.45025634766 
    0.0059863946    0.44491577148   0.44491577148 
    0.0060090703    0.43954467773   0.43954467773 
     0.006031746    0.43414306641   0.43414306641 
    0.0060544218    0.42874145508   0.42874145508 
    0.0060770975    0.42330932617   0.42330932617 
    0.0060997732    0.41784667969   0.41784667969 
     0.006122449    0.41235351562   0.41235351562 
    0.0061451247    0.40686035156   0.40686035156 
    0.0061678005     0.4013671875    0.4013671875 
    0.0061904762    0.39581298828   0.39581298828 
    0.0062131519    0.39025878906   0.39025878906 
    0.0062358277    0.38470458984   0.38470458984 
    0.0062585034    0.37911987305   0.37911987305 
    0.0062811791    0.37350463867   0.37350463867 
    0.0063038549     0.3678894043    0.3678894043 
    0.0063265306    0.36227416992   0.36227416992 
    0.0063492063    0.35662841797   0.35662841797 
    0.0063718821    0.35095214844   0.35095214844 
    0.0063945578    0.34527587891   0.34527587891 
    0.0064172336    0.33959960938   0.33959960938 
    0.0064399093    0.33389282227   0.33389282227 
     0.006462585    0.32818603516   0.32818603516 
    0.0064852608    0.32244873047   0.32244873047 
    0.0065079365    0.31671142578   0.31671142578 
    0.0065306122    0.31097412109   0.31097412109 
     0.006553288    0.30520629883   0.30520629883 
    0.0065759637    0.29943847656   0.29943847656 
    0.0065986395     0.2936706543    0.2936706543 
    0.0066213152    0.28790283203   0.28790283203 
    0.0066439909    0.28210449219   0.28210449219 
    0.0066666667    0.27630615234   0.27630615234 
    0.0066893424     0.2705078125    0.2705078125 
    0.0067120181    0.26467895508   0.26467895508 
    0.0067346939    0.25885009766   0.25885009766 
    0.0067573696    0.25305175781   0.25305175781 
    0.0067800454    0.24722290039   0.24722290039 
    0.0068027211    0.24139404297   0.24139404297 
    0.0068253968    0.23553466797   0.23553466797 
    0.0068480726    0.22970581055   0.22970581055 
    0.0068707483    0.22384643555   0.22384643555 
     0.006893424    0.21801757812   0.21801757812 
    0.0069160998    0.21215820312   0.21215820312 
    0.0069387755     0.2063293457    0.2063293457 
    0.0069614512     0.2004699707    0.2004699707 
     0.006984127    0.19464111328   0.19464111328 
    0.0070068027    0.18878173828   0.18878173828 
    0.0070294785    0.18292236328   0.18292236328 
    0.0070521542    0.17709350586   0.17709350586 
    0.0070748299    0.17123413086   0.17123413086 
    0.0070975057    0.16540527344   0.16540527344 
    0.0071201814    0.15957641602   0.15957641602 
    0.0071428571    0.15371704102   0.15371704102 
    0.0071655329    0.14788818359   0.14788818359 
    0.0071882086    0.14205932617   0.14205932617 
    0.0072108844    0.13626098633   0.13626098633 
    0.0072335601    0.13043212891   0.13043212891 
    0.0072562358    0.12463378906   0.12463378906 
    0.0072789116    0.11880493164   0.11880493164 
    0.0073015873     0.1130065918    0.1130065918 
     0.007324263    0.10723876953   0.10723876953 
    0.0073469388    0.10144042969   0.10144042969 
    0.0073696145   0.095672607422  0.095672607422 
    0.0073922902   0.089904785156  0.089904785156 
     0.007414966   0.084136962891  0.084136962891 
    0.0074376417   0.078399658203  0.078399658203 
    0.0074603175   0.072662353516  0.072662353516 
    0.0074829932   0.066925048828  0.066925048828 
    0.0075056689   0.061218261719  0.061218261719 
    0.0075283447   0.055511474609  0.055511474609 
    0.0075510204   0.049835205078  0.049835205078 
    0.0075736961   0.044158935547  0.044158935547 
    0.0075963719   0.038482666016  0.038482666016 
    0.0076190476   0.032836914062  0.032836914062 
    0.0076417234   0.027191162109  0.027191162109 
    0.0076643991   0.021545410156  0.021545410156 
    0.0076870748   0.015960693359  0.015960693359 
    0.0077097506   0.010345458984  0.010345458984 
    0.0077324263  0.0047607421875 0.0047607421875 
     0.007755102  -0.00076293945312 -0.00076293945312 
    0.0077777778  -0.0063171386719 -0.0063171386719 
    0.0078004535  -0.011840820312 -0.011840820312 
    0.0078231293  -0.017364501953 -0.017364501953 
     0.007845805  -0.022857666016 -0.022857666016 
    0.0078684807    -0.0283203125   -0.0283203125 
    0.0078911565  -0.033782958984 -0.033782958984 
    0.0079138322  -0.039215087891 -0.039215087891 
    0.0079365079  -0.044647216797 -0.044647216797 
    0.0079591837  -0.050048828125 -0.050048828125 
    0.0079818594  -0.055419921875 -0.055419921875 
    0.0080045351  -0.060791015625 -0.060791015625 
    0.0080272109  -0.066131591797 -0.066131591797 
    0.0080498866  -0.071441650391 -0.071441650391 
    0.0080725624  -0.076751708984 -0.076751708984 
    0.0080952381      -0.08203125     -0.08203125 
    0.0081179138  -0.087280273438 -0.087280273438 
    0.0081405896  -0.092498779297 -0.092498779297 
    0.0081632653  -0.097717285156 -0.097717285156 
     0.008185941   -0.10287475586  -0.10287475586 
    0.0082086168   -0.10803222656  -0.10803222656 
    0.0082312925   -0.11318969727  -0.11318969727 
    0.0082539683   -0.11828613281  -0.11828613281 
     0.008276644   -0.12335205078  -0.12335205078 
    0.0082993197   -0.12841796875  -0.12841796875 
    0.0083219955   -0.13345336914  -0.13345336914 
    0.0083446712   -0.13845825195  -0.13845825195 
    0.0083673469   -0.14343261719  -0.14343261719 
    0.0083900227   -0.14837646484  -0.14837646484 
    0.0084126984    -0.1533203125   -0.1533203125 
    0.0084353741     -0.158203125    -0.158203125 
    0.0084580499    -0.1630859375   -0.1630859375 
    0.0084807256   -0.16790771484  -0.16790771484 
    0.0085034014   -0.17272949219  -0.17272949219 
    0.0085260771   -0.17752075195  -0.17752075195 
    0.0085487528   -0.18225097656  -0.18225097656 
    0.0085714286   -0.18698120117  -0.18698120117 
    0.0085941043    -0.1916809082   -0.1916809082 
      0.00861678   -0.19635009766  -0.19635009766 
    0.0086394558   -0.20095825195  -0.20095825195 
    0.0086621315   -0.20556640625  -0.20556640625 
    0.0086848073   -0.21014404297  -0.21014404297 
     0.008707483   -0.21469116211  -0.21469116211 
    0.0087301587   -0.21917724609  -0.21917724609 
    0.0087528345   -0.22366333008  -0.22366333008 
    0.0087755102   -0.22808837891  -0.22808837891 
    0.0087981859   -0.23251342773  -0.23251342773 
    0.0088208617   -0.23687744141  -0.23687744141 
    0.0088435374    -0.2412109375   -0.2412109375 
    0.0088662132   -0.24554443359  -0.24554443359 
    0.0088888889   -0.24981689453  -0.24981689453 
    0.0089115646   -0.25405883789  -0.25405883789 
    0.0089342404   -0.25823974609  -0.25823974609 
    0.0089569161    -0.2624206543   -0.2624206543 
    0.0089795918   -0.26657104492  -0.26657104492 
    0.0090022676   -0.27066040039  -0.27066040039 
    0.0090249433   -0.27471923828  -0.27471923828 
     0.009047619   -0.27874755859  -0.27874755859 
    0.0090702948   -0.28274536133  -0.28274536133 
    0.0090929705   -0.28671264648  -0.28671264648 
    0.0091156463   -0.29061889648  -0.29061889648 
     0.009138322   -0.29452514648  -0.29452514648 
    0.0091609977   -0.29837036133  -0.29837036133 
    0.0091836735   -0.30218505859  -0.30218505859 
    0.0092063492    -0.3059387207   -0.3059387207 
    0.0092290249   -0.30969238281  -0.30969238281 
    0.0092517007   -0.31338500977  -0.31338500977 
    0.0092743764   -0.31704711914  -0.31704711914 
    0.0092970522   -0.32067871094  -0.32067871094 
    0.0093197279   -0.32424926758  -0.32424926758 
    0.0093424036   -0.32778930664  -0.32778930664 
    0.0093650794   -0.33129882812  -0.33129882812 
    0.0093877551   -0.33477783203  -0.33477783203 
    0.0094104308   -0.33819580078  -0.33819580078 
    0.0094331066   -0.34158325195  -0.34158325195 
    0.0094557823   -0.34494018555  -0.34494018555 
     0.009478458   -0.34823608398  -0.34823608398 
    0.0095011338   -0.35150146484  -0.35150146484 
    0.0095238095   -0.35473632812  -0.35473632812 
    0.0095464853   -0.35794067383  -0.35794067383 
     0.009569161   -0.36108398438  -0.36108398438 
    0.0095918367   -0.36419677734  -0.36419677734 
    0.0096145125   -0.36724853516  -0.36724853516 
    0.0096371882   -0.37030029297  -0.37030029297 
    0.0096598639   -0.37326049805  -0.37326049805 
    0.0096825397   -0.37622070312  -0.37622070312 
    0.0097052154   -0.37911987305  -0.37911987305 
    0.0097278912   -0.38198852539  -0.38198852539 
    0.0097505669   -0.38479614258  -0.38479614258 
    0.0097732426   -0.38757324219  -0.38757324219 
    0.0097959184   -0.39031982422  -0.39031982422 
    0.0098185941   -0.39303588867  -0.39303588867 
    0.0098412698   -0.39569091797  -0.39569091797 
    0.0098639456   -0.39828491211  -0.39828491211 
    0.0098866213   -0.40084838867  -0.40084838867 
    0.0099092971   -0.40338134766  -0.40338134766 
    0.0099319728   -0.40588378906  -0.40588378906 
    0.0099546485   -0.40832519531  -0.40832519531 
    0.0099773243   -0.41070556641  -0.41070556641 
            0.01    -0.4130859375   -0.4130859375 
     0.010022676   -0.41540527344  -0.41540527344 
     0.010045351   -0.41766357422  -0.41766357422 
     0.010068027   -0.41989135742  -0.41989135742 
     0.010090703   -0.42208862305  -0.42208862305 
     0.010113379   -0.42422485352  -0.42422485352 
     0.010136054   -0.42633056641  -0.42633056641 
      0.01015873   -0.42837524414  -0.42837524414 
     0.010181406    -0.4303894043   -0.4303894043 
     0.010204082   -0.43237304688  -0.43237304688 
     0.010226757    -0.4342956543   -0.4342956543 
     0.010249433   -0.43618774414  -0.43618774414 
     0.010272109   -0.43801879883  -0.43801879883 
     0.010294785   -0.43981933594  -0.43981933594 
      0.01031746   -0.44158935547  -0.44158935547 
     0.010340136   -0.44329833984  -0.44329833984 
     0.010362812   -0.44497680664  -0.44497680664 
     0.010385488   -0.44659423828  -0.44659423828 
     0.010408163   -0.44818115234  -0.44818115234 
     0.010430839   -0.44970703125  -0.44970703125 
     0.010453515   -0.45120239258  -0.45120239258 
      0.01047619   -0.45266723633  -0.45266723633 
     0.010498866   -0.45407104492  -0.45407104492 
     0.010521542   -0.45544433594  -0.45544433594 
     0.010544218    -0.4567565918   -0.4567565918 
     0.010566893   -0.45803833008  -0.45803833008 
     0.010589569    -0.4592590332   -0.4592590332 
     0.010612245   -0.46047973633  -0.46047973633 
     0.010634921   -0.46160888672  -0.46160888672 
     0.010657596   -0.46270751953  -0.46270751953 
     0.010680272   -0.46377563477  -0.46377563477 
     0.010702948   -0.46481323242  -0.46481323242 
     0.010725624   -0.46578979492  -0.46578979492 
     0.010748299   -0.46670532227  -0.46670532227 
     0.010770975   -0.46759033203  -0.46759033203 
     0.010793651   -0.46844482422  -0.46844482422 
     0.010816327   -0.46923828125  -0.46923828125 
     0.010839002    -0.4700012207   -0.4700012207 
     0.010861678   -0.47073364258  -0.47073364258 
     0.010884354    -0.4714050293   -0.4714050293 
     0.010907029   -0.47201538086  -0.47201538086 
     0.010929705   -0.47262573242  -0.47262573242 
     0.010952381   -0.47317504883  -0.47317504883 
     0.010975057   -0.47366333008  -0.47366333008 
     0.010997732   -0.47412109375  -0.47412109375 
     0.011020408   -0.47454833984  -0.47454833984 
     0.011043084   -0.47491455078  -0.47491455078 
      0.01106576   -0.47525024414  -0.47525024414 
     0.011088435   -0.47555541992  -0.47555541992 
     0.011111111   -0.47579956055  -0.47579956055 
     0.011133787   -0.47601318359  -0.47601318359 
     0.011156463   -0.47619628906  -0.47619628906 
     0.011179138   -0.47631835938  -0.47631835938 
     0.011201814   -0.47637939453  -0.47637939453 
      0.01122449   -0.47644042969  -0.47644042969 
     0.011247166   -0.47644042969  -0.47644042969 
     0.011269841   -0.47637939453  -0.47637939453 
     0.011292517   -0.47631835938  -0.47631835938 
     0.011315193   -0.47619628906  -0.47619628906 
     0.011337868   -0.47601318359  -0.47601318359 
     0.011360544   -0.47583007812  -0.47583007812 
      0.01138322    -0.4755859375   -0.4755859375 
     0.011405896   -0.47528076172  -0.47528076172 
     0.011428571   -0.47497558594  -0.47497558594 
     0.011451247     -0.474609375    -0.474609375 
     0.011473923   -0.47421264648  -0.47421264648 
     0.011496599   -0.47375488281  -0.47375488281 
     0.011519274   -0.47326660156  -0.47326660156 
      0.01154195   -0.47274780273  -0.47274780273 
     0.011564626   -0.47216796875  -0.47216796875 
     0.011587302   -0.47158813477  -0.47158813477 
     0.011609977   -0.47094726562  -0.47094726562 
     0.011632653   -0.47024536133  -0.47024536133 
     0.011655329   -0.46954345703  -0.46954345703 
     0.011678005   -0.46878051758  -0.46878051758 
      0.01170068   -0.46798706055  -0.46798706055 
     0.011723356   -0.46716308594  -0.46716308594 
     0.011746032   -0.46627807617  -0.46627807617 
     0.011768707   -0.46536254883  -0.46536254883 
     0.011791383   -0.46441650391  -0.46441650391 
     0.011814059   -0.46343994141  -0.46343994141 
     0.011836735   -0.46240234375  -0.46240234375 
      0.01185941   -0.46136474609  -0.46136474609 
     0.011882086   -0.46026611328  -0.46026611328 
     0.011904762   -0.45913696289  -0.45913696289 
     0.011927438   -0.45794677734  -0.45794677734 
     0.011950113    -0.4567565918   -0.4567565918 
     0.011972789   -0.45550537109  -0.45550537109 
     0.011995465   -0.45422363281  -0.45422363281 
     0.012018141   -0.45291137695  -0.45291137695 
     0.012040816   -0.45156860352  -0.45156860352 
     0.012063492    -0.4501953125   -0.4501953125 
     0.012086168   -0.44876098633  -0.44876098633 
     0.012108844   -0.44732666016  -0.44732666016 
     0.012131519   -0.44583129883  -0.44583129883 
     0.012154195   -0.44430541992  -0.44430541992 
     0.012176871   -0.44274902344  -0.44274902344 
     0.012199546   -0.44116210938  -0.44116210938 
     0.012222222   -0.43954467773  -0.43954467773 
     0.012244898   -0.43789672852  -0.43789672852 
     0.012267574   -0.43621826172  -0.43621826172 
     0.012290249   -0.43447875977  -0.43447875977 
     0.012312925   -0.43273925781  -0.43273925781 
     0.012335601    -0.4309387207   -0.4309387207 
     0.012358277   -0.42913818359  -0.42913818359 
     0.012380952   -0.42727661133  -0.42727661133 
     0.012403628   -0.42538452148  -0.42538452148 
     0.012426304   -0.42349243164  -0.42349243164 
      0.01244898   -0.42153930664  -0.42153930664 
     0.012471655   -0.41955566406  -0.41955566406 
     0.012494331   -0.41757202148  -0.41757202148 
     0.012517007   -0.41552734375  -0.41552734375 
     0.012539683   -0.41345214844  -0.41345214844 
     0.012562358   -0.41137695312  -0.41137695312 
     0.012585034   -0.40924072266  -0.40924072266 
      0.01260771   -0.40710449219  -0.40710449219 
     0.012630385   -0.40490722656  -0.40490722656 
     0.012653061   -0.40270996094  -0.40270996094 
     0.012675737   -0.40045166016  -0.40045166016 
     0.012698413   -0.39819335938  -0.39819335938 
     0.012721088   -0.39590454102  -0.39590454102 
     0.012743764   -0.39358520508  -0.39358520508 
      0.01276644   -0.39123535156  -0.39123535156 
     0.012789116   -0.38885498047  -0.38885498047 
     0.012811791    -0.3864440918   -0.3864440918 
     0.012834467   -0.38403320312  -0.38403320312 
     0.012857143    -0.3815612793   -0.3815612793 
     0.012879819   -0.37908935547  -0.37908935547 
     0.012902494   -0.37658691406  -0.37658691406 
      0.01292517   -0.37405395508  -0.37405395508 
     0.012947846   -0.37149047852  -0.37149047852 
     0.012970522   -0.36889648438  -0.36889648438 
     0.012993197   -0.36630249023  -0.36630249023 
     0.013015873   -0.36367797852  -0.36367797852 
     0.013038549   -0.36102294922  -0.36102294922 
     0.013061224   -0.35833740234  -0.35833740234 
       0.0130839   -0.35565185547  -0.35565185547 
     0.013106576   -0.35290527344  -0.35290527344 
     0.013129252   -0.35015869141  -0.35015869141 
     0.013151927   -0.34741210938  -0.34741210938 
     0.013174603   -0.34460449219  -0.34460449219 
     0.013197279     -0.341796875    -0.341796875 
     0.013219955   -0.33895874023  -0.33895874023 
      0.01324263   -0.33612060547  -0.33612060547 
     0.013265306   -0.33325195312  -0.33325195312 
     0.013287982    -0.3303527832   -0.3303527832 
     0.013310658    -0.3274230957   -0.3274230957 
     0.013333333    -0.3244934082   -0.3244934082 
     0.013356009   -0.32153320312  -0.32153320312 
     0.013378685   -0.31857299805  -0.31857299805 
     0.013401361   -0.31558227539  -0.31558227539 
     0.013424036   -0.31256103516  -0.31256103516 
     0.013446712   -0.30953979492  -0.30953979492 
